taxa	sixhr_dmg	in_6_subset	arabi-defline	baseMean	H1U1_log2FC	I1U1_log2FC	I1H1_log2FC	H6U1_log2FC	I6U1_log2FC	I6H6_log2FC	onehr_dmg	in_1_subset	D_sixhr_dmg	D_in_6_subset	D_onehr_dmg	D_in_1_subset
Vigun07g090100	++		cysteine-rich RLK (RECEPTOR-like protein kinase) 29	19.89606902	6.671915977	7.54368669	0.871770713	3.349990085	3.571144167	0.221154082	++				-	
Vigun07g092300	+		Ribosomal protein L14p/L23e family protein	2684.90937	-0.675557607	0.342561302	1.018118909	1.051687598	1.630562798	0.578875199		In-accelerated				
Vigun07g092400	+		no annotation	44.25788543	0.298598866	0.500317845	0.201718979	1.109036147	0.782203739	-0.326832408						
Vigun07g092500	+		translocase of outer membrane 22-V	798.3672172	0.119787532	0.518416329	0.398628797	1.309961074	1.448302717	0.138341644						
Vigun07g098600	+		homolog of yeast CDT1 A	17.36952217	-1.732548715	-0.347690031	1.384858683	2.006651058	1.746111288	-0.26053977						
Vigun07g098800	+		Tetratricopeptide repeat (TPR)-like superfamily protein	29.74575665	-0.175174438	0.026051659	0.201226098	1.579011621	1.384713038	-0.194298583						
Vigun07g101100	++		no annotation	6325.392043	6.035430884	6.254576268	0.219145384	3.220302522	3.671554877	0.451252355	++				-	
Vigun07g101900	+		ribophorin II (RPN2) family protein	20.13413663	0.11428659	0.80248987	0.688203279	1.985460753	2.029940843	0.04448009						
Vigun07g103600	+		Ribosomal protein S19 family protein	105.7762771	0.431374028	0.788768389	0.357394361	1.729912849	2.230660655	0.500747806						
Vigun07g104400	+		RNI-like superfamily protein	26.6775037	-1.179545962	-0.058346436	1.121199526	1.025797921	1.363421403	0.337623482						
Vigun07g105500	+		histone H2A 11	170.8838701	0.052282588	-0.0899901	-0.142272688	1.087091915	0.642936906	-0.444155009						
Vigun07g105800	+		no annotation	188.0132367	-0.123866055	-0.066720334	0.057145722	1.021562238	1.171490873	0.149928635						
Vigun07g105900	+		Ggamma-subunit 1	8.856345141	-1.645854265	-0.371354553	1.274499712	1.950752641	1.496732659	-0.454019982						
Vigun07g111000	+		F-box family protein	31.73201931	0.59362162	0.249096836	-0.344524784	1.301934616	-0.029423432	-1.331358048				In-specific		
Vigun07g115100	+		transducin family protein / WD-40 repeat family protein	171.8799942	0.371844228	0.81540204	0.443557813	1.372778326	1.809055783	0.436277457						
Vigun07g115400	+		Rho GTPase activating protein with PAK-box/P21-Rho-binding domain	5.226453473	0.543698856	0.456012428	-0.087686428	2.618139904	2.917475421	0.299335518						
Vigun07g116500	+	In-amplified	B-box type zinc finger protein with CCT domain	43.70784925	0.805653339	0.308006834	-0.497646506	2.753192629	3.830661762	1.077469134						
Vigun07g118500	+		no annotation	136.1735096	0.017021414	0.689381636	0.672360222	1.396981228	1.668871695	0.271890467						
Vigun07g123300	++		no annotation	349.2062349	6.877790954	7.154017481	0.276226528	4.749739856	4.354905003	-0.394834853	++				-	
Vigun07g123600	+		thioredoxin family protein	16.30234963	1.046403261	0.482216546	-0.564186715	1.633141952	1.764859018	0.131717065						
Vigun07g123900	+		alpha/beta-Hydrolases superfamily protein	178.0391976	3.487928977	3.566545306	0.078616329	1.356541521	1.583922335	0.227380815	++				-	
Vigun07g124200	+		transcription coactivators	7.090876526	-0.871270155	-1.057699626	-0.186429471	2.3105417	2.29027868	-0.020263021						
Vigun07g124300	+		Heat shock protein DnaJ with tetratricopeptide repeat	85.84215585	0.338179302	0.460086371	0.121907069	1.047703083	1.395147595	0.347444512						
Vigun07g124700	++		Adenine nucleotide alpha hydrolases-like superfamily protein	1312.650482	0.002965852	-0.043201136	-0.046166988	5.247266945	4.490544112	-0.756722833						
Vigun07g124800	++		RING/FYVE/PHD zinc finger superfamily protein	1.299469814	3.094157207	0.940953373	-2.153203833	3.919808288	3.105324928	-0.81448336						
Vigun07g126600	+		Tetratricopeptide repeat (TPR)-like superfamily protein	93.85930805	-0.345811972	0.34807298	0.693884953	1.573121471	1.753127963	0.180006492						
Vigun07g127100	+		WRKY DNA-binding protein 23	101.9293984	0.325329613	0.9548829	0.629553287	1.849116354	2.312475028	0.463358675						
Vigun07g127200	++		no annotation	9.679646324	2.916016446	3.654164174	0.738147729	3.840136259	4.810035011	0.969898753	+				-	
Vigun07g127500	+		glycerol-3-phosphate acyltransferase 3	19.58501623	2.460594293	2.719704007	0.259109714	1.971109027	1.147724602	-0.823384425	+				-	
Vigun07g127600	+		RNA helicase family protein	105.8350925	0.381904715	0.558483332	0.176578618	1.337371625	1.070125264	-0.267246361						
Vigun07g128200	++		myb domain protein 2	1.723526226	0	3.405617984	3.311588344	4.348409578	3.816531368	-0.53187821						
Vigun07g128300	+		myb domain protein 112	268.1722347	5.610469289	5.389850362	-0.220618927	2.002184497	2.383610367	0.38142587	++				-	
Vigun07g128400	+		ADP-ribosylation factor A1F	608.0979267	0.24193477	0.548155293	0.306220523	1.19681721	1.435857869	0.239040659						
Vigun07g128500	++		NIM1-interacting 1	9.439432013	2.903167316	2.214868841	-0.688298475	3.311608285	3.039910057	-0.271698228	+				-	
Vigun07g129600	+		Protein kinase superfamily protein	105.5770896	1.712813159	2.649178561	0.936365402	1.224752181	1.620202022	0.395449841	+				-	
Vigun07g129800	++		Plant invertase/pectin methylesterase inhibitor superfamily	5.32763863	-1.346246614	-0.499321965	0.846924648	4.339556302	4.853960596	0.514404294						
Vigun07g130300	+		ATP binding cassette subfamily B4	87.17995899	0.84774233	0.447414704	-0.400327626	2.853407085	2.680266604	-0.173140482						
Vigun07g130700	+		Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein	4.646566883	-0.937674052	0.063680827	1.00135488	1.632469553	1.809803146	0.177333593						
Vigun07g131600	++		Chitinase family protein	9.144184379	-0.627313121	4.876894637	5.504207758	5.086587497	6.315051015	1.228463518		In-accelerated				
Vigun07g133800	+		"Glutamyl/glutaminyl-tRNA synthetase, class Ic"	252.0833777	-0.125456116	0.13386932	0.259325436	1.044996784	0.952522262	-0.092474523						
Vigun07g134400	+		Pectinacetylesterase family protein	13.58057388	-0.503102173	0.109285062	0.612387235	1.380826387	0.563402655	-0.817423732						
Vigun07g134800	++		Low temperature and salt responsive protein family	1648.616188	3.839870375	3.735241476	-0.104628899	3.055065981	3.226352897	0.171286917	++				-	
Vigun07g137500	+		galactinol synthase 1	136.44925	6.29058058	5.463835442	-0.826745138	2.766326131	2.63802783	-0.1282983	++				-	
Vigun07g138000	+		agenet domain-containing protein	6.17041893	-1.53817787	0.141662463	1.679840333	2.335533851	2.318918816	-0.016615035						
Vigun07g138400	+		no annotation	26.56127195	-2.493571895	0.089157946	2.582729841	2.870205519	2.980797306	0.110591787						
Vigun07g139700	+		no annotation	216.3419282	3.055318345	2.583493635	-0.47182471	1.004388798	0.766674934	-0.237713864	++				-	
Vigun07g140000	+		lon protease 1	198.4665625	-0.522831405	0.367285411	0.890116816	1.77542918	2.02021696	0.24478778						
Vigun07g140400	+		calreticulin 1a	1312.346787	-0.75736122	-0.331992901	0.425368319	1.599759326	1.990281947	0.390522621						
Vigun07g141000	+		RECQ helicase l1	4.555371472	-2.8863074	0.498869471	3.385176871	1.676094094	1.804085164	0.12799107						
Vigun07g142000	++		kinesin 4	3.452041724	0.094022051	-0.501739484	-0.595761535	4.918374619	4.491494835	-0.426879783						
Vigun07g142200	+		mitochondrially targeted single-stranded DNA binding protein	108.9689303	-0.479006867	0.204425693	0.68343256	1.138567951	1.88514736	0.746579409						
Vigun07g143000	+		phloem protein 2-B15	7.545039769	3.026458818	1.808569322	-1.217889496	2.927259492	2.275682285	-0.651577207	++				-	
Vigun07g143400	+		alpha/beta-Hydrolases superfamily protein	349.2519513	0.614807473	1.436687379	0.821879906	2.411065802	2.472600869	0.061535068						
Vigun07g144000	+		Ribosomal L22e protein family	306.3109272	-0.395665093	0.554408529	0.950073622	1.254917499	1.630600649	0.37568315						
Vigun07g144100	+	In-amplified	Hypoxia-responsive family protein	103.1954533	1.937985168	3.486919837	1.548934669	2.833920192	3.892347277	1.058427085	+	In-amplified			-	
Vigun07g144900	+		respiratory burst oxidase homolog B	20.14691492	1.483863313	2.179789951	0.695926638	2.158631782	2.031246085	-0.127385697	+				-	
Vigun07g145400	+		P-loop containing nucleoside triphosphate hydrolases superfamily protein	79.97358024	0.201290219	-0.002245255	-0.203535473	1.283307468	1.394797586	0.111490118						
Vigun07g147100	+		rRNA processing protein-related	285.5266254	-0.00522235	0.345659829	0.350882179	1.557441239	1.556021363	-0.001419876						
Vigun07g147900	+		RING/U-box superfamily protein	21.52752752	0.095117127	0.292861809	0.197744682	1.025977071	0.765693349	-0.260283722						
Vigun07g148400	+		Heavy metal transport/detoxification superfamily protein	1639.471177	0.40405348	-0.00388815	-0.40794163	1.283578316	1.778153305	0.494574989						
Vigun07g148600	+		Protein kinase superfamily protein	15.22148797	-0.824049146	-1.104095901	-0.280046755	1.267833671	-0.170717087	-1.438550758				In-specific		
Vigun07g148800	+		RING/U-box superfamily protein	23.54099274	2.754593785	4.623521359	1.868927573	1.97227058	2.538111772	0.565841192	+	In-amplified			-	
Vigun07g149900	+		Phosphoglycerate mutase family protein	38.56201968	2.983224154	3.318877879	0.335653724	1.554910706	1.668496489	0.113585782	+				-	
Vigun07g150800	+		DNAJ heat shock N-terminal domain-containing protein	8.502380405	-0.669348076	0.735493065	1.404841142	2.663535287	2.800681678	0.137146392						
Vigun07g151200	+		acyl carrier protein 4	86.80402696	0.384675549	0.051214721	-0.333460827	1.1809034	1.64086436	0.45996096						
Vigun07g154000	+		Plant protein of unknown function (DUF868)	32.59153411	1.512676918	0.846063431	-0.666613487	2.302903829	1.53807772	-0.764826108	+				-	
Vigun07g154300	+		N-MYC downregulated-like 1	44.18488043	0.171343091	0.910002018	0.738658927	1.255874534	0.465420105	-0.790454429						
Vigun07g154600	+		NIMA-related kinase 2	23.09351245	-1.76981997	0.36036842	2.13018839	1.631330636	1.343854106	-0.28747653		In-accelerated				
Vigun07g155000	++		calmodulin 8	253.5706306	1.016482667	0.306411745	-0.710070921	6.218669741	6.961112867	0.742443126						
Vigun07g155700	+		DREB2A-interacting protein 2	66.16534065	0.925481812	0.757466387	-0.168015425	1.132074841	1.152314769	0.020239927						
Vigun07g156600	++		no annotation	9.180502597	4.01855809	6.81277817	2.79422008	3.091096354	2.579079647	-0.512016708	++	In-amplified			-	
Vigun07g159700	++		RmlC-like cupins superfamily protein	10.15658242	2.152069839	2.397946383	0.245876545	5.28896968	6.799314678	1.510344998						
Vigun07g159800	+		"Nucleic acid-binding, OB-fold-like protein"	63.07704768	-0.128325377	0.381204607	0.509529984	1.309294058	1.759140657	0.449846599						
Vigun07g163500	+		UDP-Glycosyltransferase superfamily protein	138.096691	2.392240732	2.525384037	0.133143304	2.90264248	2.968328339	0.065685859	+				-	
Vigun07g164000	+	In-amplified	methionine gamma-lyase	41.94113921	0.595171151	0.778733946	0.183562794	2.931139186	5.440770479	2.509631293						
Vigun07g165400	++		Aquaporin-like superfamily protein	10.21654689	6.869570769	6.751728221	-0.117842548	4.56629618	4.349239608	-0.217056572	++				-	
Vigun07g165500	+		Putative integral membrane protein conserved region (DUF2404)	218.6215132	1.775158787	2.028881987	0.2537232	1.055911463	0.9926483	-0.063263163	+				-	
Vigun07g166700	+		no annotation	6.11017549	3.200866695	3.311653864	0.110787169	2.62863663	2.214943195	-0.413693435	++				-	
Vigun07g169400	+		calmodulin-like 11	89.29831832	2.475163979	3.713963028	1.23879905	1.521256992	1.167271467	-0.353985525	+	In-amplified			-	
Vigun07g170000	+		EXORDIUM like 5	607.0646348	1.026986079	1.30133055	0.274344471	1.663679907	1.504792	-0.158887906	+				-	
Vigun07g170100	++		3-ketoacyl-CoA synthase 2	116.8699682	4.296953309	4.216695729	-0.08025758	3.331082054	2.707798884	-0.62328317	++				-	
Vigun07g170400	+		Protein of unknown function (DUF1012)	71.94295868	0.009647662	0.302625764	0.292978101	2.035303512	2.909295851	0.873992339						
Vigun07g171200	++	In-amplified	Eukaryotic aspartyl protease family protein	14.14063216	4.137616551	4.970716447	0.833099896	5.747463862	6.877220784	1.129756922	++				-	
Vigun07g171500	++	In-amplified	myb domain protein 15	20.98439835	3.577227772	5.186486809	1.609259037	4.29476529	6.090350917	1.795585627	++	In-amplified			-	
Vigun07g172100	+		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	203.2277366	1.216399832	1.167691889	-0.048707943	1.483394628	1.491562278	0.008167651	+				-	
Vigun07g172800	++		ENTH/VHS family protein	9.152199841	0.828285707	1.909407546	1.081121839	5.373902809	6.586096117	1.212193308						
Vigun07g174400	+		no annotation	1053.732554	-0.26746102	0.292017806	0.559478826	2.225310852	1.530060112	-0.69525074						
Vigun07g174900	++		"Serine protease inhibitor, potato inhibitor I-type family protein"	1.369945807	0	0	0	3.889065199	4.376406176	0.487340977						
Vigun07g175000	++	In-amplified	"Serine protease inhibitor, potato inhibitor I-type family protein"	1184.081751	0.023652575	-0.199805597	-0.223458173	6.465455586	7.651954822	1.186499237						
Vigun07g175100	++	In-amplified	"Serine protease inhibitor, potato inhibitor I-type family protein"	260.7907336	-0.446497237	0.248271077	0.694768314	6.015732321	7.643046121	1.627313799						
Vigun07g175200	++	In-amplified	"Serine protease inhibitor, potato inhibitor I-type family protein"	32.6593781	1.808640631	0.219607196	-1.589033436	7.151064929	8.521661927	1.370596998						
Vigun07g175400	++		"Serine protease inhibitor, potato inhibitor I-type family protein"	6.948260818	0.500535693	-1.076016743	-1.576552436	3.796070825	4.798959946	1.002889121						
Vigun07g175500	++	In-amplified	"Serine protease inhibitor, potato inhibitor I-type family protein"	29.11102301	-0.48392351	0.233671254	0.717594764	5.693151933	7.057529627	1.364377694						
Vigun07g178200	+	In-amplified	ethylene response factor 1	42.99615842	4.651948284	6.456568	1.804619716	2.681260465	4.149982261	1.468721796	++	In-amplified			-	
Vigun07g178400	++		Integrase-type DNA-binding superfamily protein	13.45755407	3.749385321	5.706417881	1.95703256	3.224811321	3.673345942	0.448534622	++	In-amplified			-	
Vigun07g178800	+		Uncharacterised protein family (UPF0497)	25.38902873	0.555525893	0.474426865	-0.081099029	1.422334154	0.296758068	-1.125576087						
Vigun07g178900	+		HR-like lesion-inducing protein-related	148.603289	0.278606714	0.28934533	0.010738616	1.757832323	1.919274484	0.161442161						
Vigun07g179400	++		no annotation	2.623244073	3.322697491	3.207905206	-0.114792285	4.953741292	4.168606137	-0.785135155						
Vigun07g181500	++		plasmodesmata-located protein 2	6.809470675	3.070310358	3.265839552	0.195529193	3.173168303	2.63696512	-0.536203183	++				-	
Vigun07g184800	++		glutathione S-transferase tau 3	7.177292068	3.701931699	1.636510782	-2.065420916	5.930541766	6.782901222	0.852359456	++				-	
Vigun07g185200	+		heat shock protein 60	437.3771015	-0.263643245	0.236001809	0.499645054	1.726691423	2.253133208	0.526441785						
Vigun07g189800	+		no annotation	49.39802718	3.961160331	3.184590927	-0.776569404	2.987159273	3.736360906	0.749201632	++				-	
Vigun07g190400	+		no annotation	55.7800329	1.114305703	1.375514687	0.261208984	1.535165787	1.581924029	0.046758242	+				-	
Vigun07g191300	+		Histone superfamily protein	111.6161208	-0.849911286	-0.277559786	0.5723515	1.682536931	0.919086584	-0.763450347						
Vigun07g191400	+		Histone superfamily protein	37.61697276	-0.569358718	0.361361448	0.930720166	2.730713098	1.919752267	-0.810960831						
Vigun07g191700	+		Transducin/WD40 repeat-like superfamily protein	59.44741033	-0.224625883	-0.031182102	0.19344378	1.239356871	1.258619514	0.019262643						
Vigun07g192400	+		Pyruvate kinase family protein	6.283795893	-0.087278367	0.208320678	0.295599045	1.363075747	-0.22286837	-1.585944118				In-specific		
Vigun07g193700	+		Family of unknown function (DUF662)	5.015135282	1.464981367	1.216462087	-0.248519281	2.501058089	1.428865265	-1.072192824						
Vigun07g195200	+		Di-glucose binding protein with Leucine-rich repeat domain	23.92066762	0.722541957	1.202313551	0.479771594	2.152980185	2.474521724	0.321541538						
Vigun07g195800	+		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	69.10480969	0.704053173	0.630329282	-0.073723891	1.935713923	1.385798597	-0.549915327						
Vigun07g196200	+		Putative membrane lipoprotein	5.903888194	0.789282797	2.638753962	1.849471166	1.95807725	3.354613069	1.396535819						
Vigun07g196700	++		AWPM-19-like family protein	2.41359157	0.81537425	3.89652682	3.08115257	3.732805322	5.07528566	1.342480338						
Vigun07g199500	++		no annotation	16.64849033	6.660684951	6.555577229	-0.105107722	6.685256568	7.083943901	0.398687333	++				-	
Vigun07g199800	+		Transmembrane amino acid transporter family protein	9.305179074	-1.451996134	-0.460641606	0.991354528	1.094061794	-0.066346154	-1.160407948						
Vigun07g200300	+		Zim17-type zinc finger protein	71.71330332	0.399668364	1.192930147	0.793261783	1.007055051	1.650439091	0.643384039						
Vigun07g200400	+		Protein kinase superfamily protein	29.53071614	2.705464887	3.521965679	0.816500793	1.598809987	2.243334115	0.644524127	+				-	
Vigun07g201100	+		no annotation	15.52598846	1.118572864	1.199026396	0.080453532	1.386350871	1.541404724	0.155053853						
